id_factura,id_estudiante,residencia,concepto,importe,fecha_emision,fecha_vencimiento,estado,fecha_pago_real
FAC-2025-007642,EST-0642,Residencia Nova,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007643,EST-0643,Residencia Elite,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007644,EST-0644,Residencia Royal,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007645,EST-0645,Residencia Zenith,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007646,EST-0646,Residencia Standard 6,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007647,EST-0647,Residencia Standard 7,Alquiler August 2025,850.0,2025-08-01,2025-08-06,vencida,
FAC-2025-007648,EST-0648,Residencia Standard 8,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007649,EST-0649,Residencia Standard 9,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007650,EST-0650,Residencia Standard 10,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007651,EST-0651,Residencia Standard 11,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007652,EST-0652,Residencia Standard 12,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007653,EST-0653,Residencia Standard 13,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007654,EST-0654,Residencia Standard 14,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007655,EST-0655,Residencia Standard 15,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007656,EST-0656,Residencia LowCost 16,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007657,EST-0657,Residencia LowCost 17,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007658,EST-0658,Residencia LowCost 18,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007659,EST-0659,Residencia LowCost 19,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007660,EST-0660,Residencia LowCost 20,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007661,EST-0661,Residencia Sol,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007662,EST-0662,Residencia Nova,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007663,EST-0663,Residencia Elite,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007664,EST-0664,Residencia Royal,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007665,EST-0665,Residencia Zenith,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007666,EST-0666,Residencia Standard 6,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007667,EST-0667,Residencia Standard 7,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007668,EST-0668,Residencia Standard 8,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007669,EST-0669,Residencia Standard 9,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007670,EST-0670,Residencia Standard 10,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007671,EST-0671,Residencia Standard 11,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007672,EST-0672,Residencia Standard 12,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007673,EST-0673,Residencia Standard 13,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007674,EST-0674,Residencia Standard 14,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007675,EST-0675,Residencia Standard 15,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007676,EST-0676,Residencia LowCost 16,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007677,EST-0677,Residencia LowCost 17,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007678,EST-0678,Residencia LowCost 18,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007679,EST-0679,Residencia LowCost 19,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007680,EST-0680,Residencia LowCost 20,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007681,EST-0681,Residencia Sol,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007682,EST-0682,Residencia Nova,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007683,EST-0683,Residencia Elite,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007684,EST-0684,Residencia Royal,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007685,EST-0685,Residencia Zenith,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007686,EST-0686,Residencia Standard 6,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007687,EST-0687,Residencia Standard 7,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007688,EST-0688,Residencia Standard 8,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007689,EST-0689,Residencia Standard 9,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007690,EST-0690,Residencia Standard 10,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007691,EST-0691,Residencia Standard 11,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007692,EST-0692,Residencia Standard 12,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007693,EST-0693,Residencia Standard 13,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007694,EST-0694,Residencia Standard 14,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007695,EST-0695,Residencia Standard 15,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007696,EST-0696,Residencia LowCost 16,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007697,EST-0697,Residencia LowCost 17,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007698,EST-0698,Residencia LowCost 18,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007699,EST-0699,Residencia LowCost 19,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007700,EST-0700,Residencia LowCost 20,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007701,EST-0701,Residencia Sol,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007702,EST-0702,Residencia Nova,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007703,EST-0703,Residencia Elite,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007704,EST-0704,Residencia Royal,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007705,EST-0705,Residencia Zenith,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007706,EST-0706,Residencia Standard 6,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007707,EST-0707,Residencia Standard 7,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007708,EST-0708,Residencia Standard 8,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007709,EST-0709,Residencia Standard 9,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007710,EST-0710,Residencia Standard 10,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-26
FAC-2025-007711,EST-0711,Residencia Standard 11,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007712,EST-0712,Residencia Standard 12,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007713,EST-0713,Residencia Standard 13,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007714,EST-0714,Residencia Standard 14,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007715,EST-0715,Residencia Standard 15,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007716,EST-0716,Residencia LowCost 16,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007717,EST-0717,Residencia LowCost 17,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007718,EST-0718,Residencia LowCost 18,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007719,EST-0719,Residencia LowCost 19,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007720,EST-0720,Residencia LowCost 20,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007721,EST-0721,Residencia Sol,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007722,EST-0722,Residencia Nova,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007723,EST-0723,Residencia Elite,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007724,EST-0724,Residencia Royal,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007725,EST-0725,Residencia Zenith,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007726,EST-0726,Residencia Standard 6,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007727,EST-0727,Residencia Standard 7,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007728,EST-0728,Residencia Standard 8,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007729,EST-0729,Residencia Standard 9,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007730,EST-0730,Residencia Standard 10,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007731,EST-0731,Residencia Standard 11,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007732,EST-0732,Residencia Standard 12,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007733,EST-0733,Residencia Standard 13,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007734,EST-0734,Residencia Standard 14,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007735,EST-0735,Residencia Standard 15,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007736,EST-0736,Residencia LowCost 16,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007737,EST-0737,Residencia LowCost 17,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007738,EST-0738,Residencia LowCost 18,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007739,EST-0739,Residencia LowCost 19,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007740,EST-0740,Residencia LowCost 20,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007741,EST-0741,Residencia Sol,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007742,EST-0742,Residencia Nova,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007743,EST-0743,Residencia Elite,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007744,EST-0744,Residencia Royal,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007745,EST-0745,Residencia Zenith,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007746,EST-0746,Residencia Standard 6,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007747,EST-0747,Residencia Standard 7,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007748,EST-0748,Residencia Standard 8,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007749,EST-0749,Residencia Standard 9,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007750,EST-0750,Residencia Standard 10,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007751,EST-0751,Residencia Standard 11,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007752,EST-0752,Residencia Standard 12,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007753,EST-0753,Residencia Standard 13,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007754,EST-0754,Residencia Standard 14,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007755,EST-0755,Residencia Standard 15,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007756,EST-0756,Residencia LowCost 16,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007757,EST-0757,Residencia LowCost 17,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007758,EST-0758,Residencia LowCost 18,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007759,EST-0759,Residencia LowCost 19,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007760,EST-0760,Residencia LowCost 20,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007761,EST-0761,Residencia Sol,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007762,EST-0762,Residencia Nova,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007763,EST-0763,Residencia Elite,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007764,EST-0764,Residencia Royal,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007765,EST-0765,Residencia Zenith,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007766,EST-0766,Residencia Standard 6,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007767,EST-0767,Residencia Standard 7,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007768,EST-0768,Residencia Standard 8,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007769,EST-0769,Residencia Standard 9,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007770,EST-0770,Residencia Standard 10,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007771,EST-0771,Residencia Standard 11,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007772,EST-0772,Residencia Standard 12,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007773,EST-0773,Residencia Standard 13,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007774,EST-0774,Residencia Standard 14,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007775,EST-0775,Residencia Standard 15,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007776,EST-0776,Residencia LowCost 16,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007777,EST-0777,Residencia LowCost 17,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007778,EST-0778,Residencia LowCost 18,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007779,EST-0779,Residencia LowCost 19,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007780,EST-0780,Residencia LowCost 20,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007781,EST-0781,Residencia Sol,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007782,EST-0782,Residencia Nova,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007783,EST-0783,Residencia Elite,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007784,EST-0784,Residencia Royal,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007785,EST-0785,Residencia Zenith,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007786,EST-0786,Residencia Standard 6,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007787,EST-0787,Residencia Standard 7,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007788,EST-0788,Residencia Standard 8,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007789,EST-0789,Residencia Standard 9,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007790,EST-0790,Residencia Standard 10,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007791,EST-0791,Residencia Standard 11,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007792,EST-0792,Residencia Standard 12,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007793,EST-0793,Residencia Standard 13,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007794,EST-0794,Residencia Standard 14,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007795,EST-0795,Residencia Standard 15,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007796,EST-0796,Residencia LowCost 16,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007797,EST-0797,Residencia LowCost 17,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007798,EST-0798,Residencia LowCost 18,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007799,EST-0799,Residencia LowCost 19,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007800,EST-0800,Residencia LowCost 20,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007801,EST-0801,Residencia Sol,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007802,EST-0802,Residencia Nova,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007803,EST-0803,Residencia Elite,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-17
FAC-2025-007804,EST-0804,Residencia Royal,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007805,EST-0805,Residencia Zenith,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007806,EST-0806,Residencia Standard 6,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007807,EST-0807,Residencia Standard 7,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007808,EST-0808,Residencia Standard 8,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007809,EST-0809,Residencia Standard 9,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007810,EST-0810,Residencia Standard 10,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007811,EST-0811,Residencia Standard 11,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007812,EST-0812,Residencia Standard 12,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007813,EST-0813,Residencia Standard 13,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007814,EST-0814,Residencia Standard 14,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007815,EST-0815,Residencia Standard 15,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007816,EST-0816,Residencia LowCost 16,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007817,EST-0817,Residencia LowCost 17,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007818,EST-0818,Residencia LowCost 18,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007819,EST-0819,Residencia LowCost 19,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007820,EST-0820,Residencia LowCost 20,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007821,EST-0821,Residencia Sol,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007822,EST-0822,Residencia Nova,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007823,EST-0823,Residencia Elite,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007824,EST-0824,Residencia Royal,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007825,EST-0825,Residencia Zenith,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007826,EST-0826,Residencia Standard 6,Alquiler August 2025,850.0,2025-08-01,2025-08-06,vencida,
FAC-2025-007827,EST-0827,Residencia Standard 7,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007828,EST-0828,Residencia Standard 8,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007829,EST-0829,Residencia Standard 9,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007830,EST-0830,Residencia Standard 10,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007831,EST-0831,Residencia Standard 11,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007832,EST-0832,Residencia Standard 12,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-09-27
FAC-2025-007833,EST-0833,Residencia Standard 13,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007834,EST-0834,Residencia Standard 14,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007835,EST-0835,Residencia Standard 15,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007836,EST-0836,Residencia LowCost 16,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007837,EST-0837,Residencia LowCost 17,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007838,EST-0838,Residencia LowCost 18,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007839,EST-0839,Residencia LowCost 19,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007840,EST-0840,Residencia LowCost 20,Alquiler August 2025,600.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007841,EST-0841,Residencia Sol,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007842,EST-0842,Residencia Nova,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007843,EST-0843,Residencia Elite,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,vencida,
FAC-2025-007844,EST-0844,Residencia Royal,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007845,EST-0845,Residencia Zenith,Alquiler August 2025,1200.0,2025-08-01,2025-08-06,pagada,2025-08-04
FAC-2025-007846,EST-0846,Residencia Standard 6,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-03
FAC-2025-007847,EST-0847,Residencia Standard 7,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007848,EST-0848,Residencia Standard 8,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007849,EST-0849,Residencia Standard 9,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-28
FAC-2025-007850,EST-0850,Residencia Standard 10,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007851,EST-0851,Residencia Standard 11,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-01
FAC-2025-007852,EST-0852,Residencia Standard 12,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007853,EST-0853,Residencia Standard 13,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-05
FAC-2025-007854,EST-0854,Residencia Standard 14,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
FAC-2025-007855,EST-0855,Residencia Standard 15,Alquiler August 2025,850.0,2025-08-01,2025-08-06,pagada,2025-08-02
